workflow_id,workflow_name,workflow_status,workflow_conclusion,workflow_duration_seconds,workflow_created_at,workflow_updated_at,commit_sha,commit_message,job_name,job_id,job_status,job_conclusion,job_duration_seconds,step_name,step_status,step_conclusion,step_duration_seconds,artifact_size_bytes,timestamp
26902992257,CI Pipeline,completed,failure,101.0,2026-06-03T17:54:09Z,2026-06-03T17:55:50Z,88460f1a,build: add .gitignore for build artifacts,Tests,79360191541,completed,failure,66.0,Post Checkout code,completed,success,1.0,29356,2026-06-03T14:56:02.000907
26902992257,CI Pipeline,completed,failure,101.0,2026-06-03T17:54:09Z,2026-06-03T17:55:50Z,88460f1a,build: add .gitignore for build artifacts,Tests,79360191541,completed,failure,66.0,Complete job,completed,success,0.0,29356,2026-06-03T14:56:02.000908
26902992257,CI Pipeline,completed,failure,101.0,2026-06-03T17:54:09Z,2026-06-03T17:55:50Z,88460f1a,build: add .gitignore for build artifacts,All Checks,79360413583,completed,failure,4.0,Set up job,completed,success,0.0,29356,2026-06-03T14:56:02.000910
26902992257,CI Pipeline,completed,failure,101.0,2026-06-03T17:54:09Z,2026-06-03T17:55:50Z,88460f1a,build: add .gitignore for build artifacts,All Checks,79360413583,completed,failure,4.0,Check all jobs status,completed,failure,1.0,29356,2026-06-03T14:56:02.000911
26902992257,CI Pipeline,completed,failure,101.0,2026-06-03T17:54:09Z,2026-06-03T17:55:50Z,88460f1a,build: add .gitignore for build artifacts,All Checks,79360413583,completed,failure,4.0,Complete job,completed,success,0.0,29356,2026-06-03T14:56:02.000912
26902843540,CI Pipeline,completed,failure,92.0,2026-06-03T17:51:21Z,2026-06-03T17:52:53Z,ab384d56,ci: parallel jobs - run 15,Build,79359590442,completed,success,20.0,Set up job,completed,success,2.0,29447,2026-06-03T14:56:03.058457
26902843540,CI Pipeline,completed,failure,92.0,2026-06-03T17:51:21Z,2026-06-03T17:52:53Z,ab384d56,ci: parallel jobs - run 15,Build,79359590442,completed,success,20.0,Checkout code,completed,success,1.0,29447,2026-06-03T14:56:03.058471
26902843540,CI Pipeline,completed,failure,92.0,2026-06-03T17:51:21Z,2026-06-03T17:52:53Z,ab384d56,ci: parallel jobs - run 15,Build,79359590442,completed,success,20.0,Setup .NET,completed,success,1.0,29447,2026-06-03T14:56:03.058475
26902843540,CI Pipeline,completed,failure,92.0,2026-06-03T17:51:21Z,2026-06-03T17:52:53Z,ab384d56,ci: parallel jobs - run 15,Build,79359590442,completed,success,20.0,Restore dependencies,completed,success,2.0,29447,2026-06-03T14:56:03.058479
26902843540,CI Pipeline,completed,failure,92.0,2026-06-03T17:51:21Z,2026-06-03T17:52:53Z,ab384d56,ci: parallel jobs - run 15,Build,79359590442,completed,success,20.0,Dotnet restore,completed,success,3.0,29447,2026-06-03T14:56:03.058483
26902843540,CI Pipeline,completed,failure,92.0,2026-06-03T17:51:21Z,2026-06-03T17:52:53Z,ab384d56,ci: parallel jobs - run 15,Build,79359590442,completed,success,20.0,Build project,completed,success,6.0,29447,2026-06-03T14:56:03.058486
26902843540,CI Pipeline,completed,failure,92.0,2026-06-03T17:51:21Z,2026-06-03T17:52:53Z,ab384d56,ci: parallel jobs - run 15,Build,79359590442,completed,success,20.0,Post Restore dependencies,completed,success,0.0,29447,2026-06-03T14:56:03.058490
26902843540,CI Pipeline,completed,failure,92.0,2026-06-03T17:51:21Z,2026-06-03T17:52:53Z,ab384d56,ci: parallel jobs - run 15,Build,79359590442,completed,success,20.0,Post Setup .NET,completed,success,1.0,29447,2026-06-03T14:56:03.058493
26902843540,CI Pipeline,completed,failure,92.0,2026-06-03T17:51:21Z,2026-06-03T17:52:53Z,ab384d56,ci: parallel jobs - run 15,Build,79359590442,completed,success,20.0,Post Checkout code,completed,success,0.0,29447,2026-06-03T14:56:03.058497
26902843540,CI Pipeline,completed,failure,92.0,2026-06-03T17:51:21Z,2026-06-03T17:52:53Z,ab384d56,ci: parallel jobs - run 15,Build,79359590442,completed,success,20.0,Complete job,completed,success,0.0,29447,2026-06-03T14:56:03.058500
26902843540,CI Pipeline,completed,failure,92.0,2026-06-03T17:51:21Z,2026-06-03T17:52:53Z,ab384d56,ci: parallel jobs - run 15,Code Quality,79359590456,completed,success,26.0,Set up job,completed,success,2.0,29447,2026-06-03T14:56:03.058504
26902843540,CI Pipeline,completed,failure,92.0,2026-06-03T17:51:21Z,2026-06-03T17:52:53Z,ab384d56,ci: parallel jobs - run 15,Code Quality,79359590456,completed,success,26.0,Checkout code,completed,success,1.0,29447,2026-06-03T14:56:03.058508
26902843540,CI Pipeline,completed,failure,92.0,2026-06-03T17:51:21Z,2026-06-03T17:52:53Z,ab384d56,ci: parallel jobs - run 15,Code Quality,79359590456,completed,success,26.0,Setup .NET,completed,success,1.0,29447,2026-06-03T14:56:03.058511
26902843540,CI Pipeline,completed,failure,92.0,2026-06-03T17:51:21Z,2026-06-03T17:52:53Z,ab384d56,ci: parallel jobs - run 15,Code Quality,79359590456,completed,success,26.0,Restore dependencies,completed,success,2.0,29447,2026-06-03T14:56:03.058514
26902843540,CI Pipeline,completed,failure,92.0,2026-06-03T17:51:21Z,2026-06-03T17:52:53Z,ab384d56,ci: parallel jobs - run 15,Code Quality,79359590456,completed,success,26.0,Dotnet restore,completed,success,4.0,29447,2026-06-03T14:56:03.058528
26902843540,CI Pipeline,completed,failure,92.0,2026-06-03T17:51:21Z,2026-06-03T17:52:53Z,ab384d56,ci: parallel jobs - run 15,Code Quality,79359590456,completed,success,26.0,Verify code formatting,completed,success,11.0,29447,2026-06-03T14:56:03.058532
26902843540,CI Pipeline,completed,failure,92.0,2026-06-03T17:51:21Z,2026-06-03T17:52:53Z,ab384d56,ci: parallel jobs - run 15,Code Quality,79359590456,completed,success,26.0,Post Restore dependencies,completed,success,0.0,29447,2026-06-03T14:56:03.058535
26902843540,CI Pipeline,completed,failure,92.0,2026-06-03T17:51:21Z,2026-06-03T17:52:53Z,ab384d56,ci: parallel jobs - run 15,Code Quality,79359590456,completed,success,26.0,Post Setup .NET,completed,success,0.0,29447,2026-06-03T14:56:03.058538
26902843540,CI Pipeline,completed,failure,92.0,2026-06-03T17:51:21Z,2026-06-03T17:52:53Z,ab384d56,ci: parallel jobs - run 15,Code Quality,79359590456,completed,success,26.0,Post Checkout code,completed,success,0.0,29447,2026-06-03T14:56:03.058542
26902843540,CI Pipeline,completed,failure,92.0,2026-06-03T17:51:21Z,2026-06-03T17:52:53Z,ab384d56,ci: parallel jobs - run 15,Code Quality,79359590456,completed,success,26.0,Complete job,completed,success,0.0,29447,2026-06-03T14:56:03.058545
26902843540,CI Pipeline,completed,failure,92.0,2026-06-03T17:51:21Z,2026-06-03T17:52:53Z,ab384d56,ci: parallel jobs - run 15,Tests,79359660706,completed,failure,61.0,Set up job,completed,success,2.0,29447,2026-06-03T14:56:03.058549
26902843540,CI Pipeline,completed,failure,92.0,2026-06-03T17:51:21Z,2026-06-03T17:52:53Z,ab384d56,ci: parallel jobs - run 15,Tests,79359660706,completed,failure,61.0,Checkout code,completed,success,1.0,29447,2026-06-03T14:56:03.058552
26902843540,CI Pipeline,completed,failure,92.0,2026-06-03T17:51:21Z,2026-06-03T17:52:53Z,ab384d56,ci: parallel jobs - run 15,Tests,79359660706,completed,failure,61.0,Setup .NET,completed,success,1.0,29447,2026-06-03T14:56:03.058555
26902843540,CI Pipeline,completed,failure,92.0,2026-06-03T17:51:21Z,2026-06-03T17:52:53Z,ab384d56,ci: parallel jobs - run 15,Tests,79359660706,completed,failure,61.0,Restore dependencies,completed,success,2.0,29447,2026-06-03T14:56:03.058559
26902843540,CI Pipeline,completed,failure,92.0,2026-06-03T17:51:21Z,2026-06-03T17:52:53Z,ab384d56,ci: parallel jobs - run 15,Tests,79359660706,completed,failure,61.0,Dotnet restore,completed,success,3.0,29447,2026-06-03T14:56:03.058562
26902843540,CI Pipeline,completed,failure,92.0,2026-06-03T17:51:21Z,2026-06-03T17:52:53Z,ab384d56,ci: parallel jobs - run 15,Tests,79359660706,completed,failure,61.0,Run tests,completed,failure,46.0,29447,2026-06-03T14:56:03.058566
26902843540,CI Pipeline,completed,failure,92.0,2026-06-03T17:51:21Z,2026-06-03T17:52:53Z,ab384d56,ci: parallel jobs - run 15,Tests,79359660706,completed,failure,61.0,Upload test results,completed,success,2.0,29447,2026-06-03T14:56:03.058569
26902843540,CI Pipeline,completed,failure,92.0,2026-06-03T17:51:21Z,2026-06-03T17:52:53Z,ab384d56,ci: parallel jobs - run 15,Tests,79359660706,completed,failure,61.0,Upload code coverage,completed,success,1.0,29447,2026-06-03T14:56:03.058572
26902843540,CI Pipeline,completed,failure,92.0,2026-06-03T17:51:21Z,2026-06-03T17:52:53Z,ab384d56,ci: parallel jobs - run 15,Tests,79359660706,completed,failure,61.0,Post Restore dependencies,completed,skipped,0.0,29447,2026-06-03T14:56:03.058575
26902843540,CI Pipeline,completed,failure,92.0,2026-06-03T17:51:21Z,2026-06-03T17:52:53Z,ab384d56,ci: parallel jobs - run 15,Tests,79359660706,completed,failure,61.0,Post Setup .NET,completed,skipped,0.0,29447,2026-06-03T14:56:03.058579
26902843540,CI Pipeline,completed,failure,92.0,2026-06-03T17:51:21Z,2026-06-03T17:52:53Z,ab384d56,ci: parallel jobs - run 15,Tests,79359660706,completed,failure,61.0,Post Checkout code,completed,success,0.0,29447,2026-06-03T14:56:03.058582
26902843540,CI Pipeline,completed,failure,92.0,2026-06-03T17:51:21Z,2026-06-03T17:52:53Z,ab384d56,ci: parallel jobs - run 15,Tests,79359660706,completed,failure,61.0,Complete job,completed,success,0.0,29447,2026-06-03T14:56:03.058585
26902843540,CI Pipeline,completed,failure,92.0,2026-06-03T17:51:21Z,2026-06-03T17:52:53Z,ab384d56,ci: parallel jobs - run 15,All Checks,79359860266,completed,failure,3.0,Set up job,completed,success,0.0,29447,2026-06-03T14:56:03.058589
26902843540,CI Pipeline,completed,failure,92.0,2026-06-03T17:51:21Z,2026-06-03T17:52:53Z,ab384d56,ci: parallel jobs - run 15,All Checks,79359860266,completed,failure,3.0,Check all jobs status,completed,failure,0.0,29447,2026-06-03T14:56:03.058592
26902843540,CI Pipeline,completed,failure,92.0,2026-06-03T17:51:21Z,2026-06-03T17:52:53Z,ab384d56,ci: parallel jobs - run 15,All Checks,79359860266,completed,failure,3.0,Complete job,completed,success,0.0,29447,2026-06-03T14:56:03.058596
26902831649,CI Pipeline,completed,failure,121.0,2026-06-03T17:51:08Z,2026-06-03T17:53:09Z,88193951,ci: sequential jobs - run 14,Build,79359553255,completed,success,18.0,Set up job,completed,success,3.0,29152,2026-06-03T14:56:03.810433
26902831649,CI Pipeline,completed,failure,121.0,2026-06-03T17:51:08Z,2026-06-03T17:53:09Z,88193951,ci: sequential jobs - run 14,Build,79359553255,completed,success,18.0,Checkout code,completed,success,1.0,29152,2026-06-03T14:56:03.810452
26902831649,CI Pipeline,completed,failure,121.0,2026-06-03T17:51:08Z,2026-06-03T17:53:09Z,88193951,ci: sequential jobs - run 14,Build,79359553255,completed,success,18.0,Setup .NET,completed,success,0.0,29152,2026-06-03T14:56:03.810456
26902831649,CI Pipeline,completed,failure,121.0,2026-06-03T17:51:08Z,2026-06-03T17:53:09Z,88193951,ci: sequential jobs - run 14,Build,79359553255,completed,success,18.0,Restore dependencies,completed,success,2.0,29152,2026-06-03T14:56:03.810459
26902831649,CI Pipeline,completed,failure,121.0,2026-06-03T17:51:08Z,2026-06-03T17:53:09Z,88193951,ci: sequential jobs - run 14,Build,79359553255,completed,success,18.0,Dotnet restore,completed,success,5.0,29152,2026-06-03T14:56:03.810475
26902831649,CI Pipeline,completed,failure,121.0,2026-06-03T17:51:08Z,2026-06-03T17:53:09Z,88193951,ci: sequential jobs - run 14,Build,79359553255,completed,success,18.0,Build project,completed,success,4.0,29152,2026-06-03T14:56:03.810479
26902831649,CI Pipeline,completed,failure,121.0,2026-06-03T17:51:08Z,2026-06-03T17:53:09Z,88193951,ci: sequential jobs - run 14,Build,79359553255,completed,success,18.0,Post Restore dependencies,completed,success,0.0,29152,2026-06-03T14:56:03.810482
26902831649,CI Pipeline,completed,failure,121.0,2026-06-03T17:51:08Z,2026-06-03T17:53:09Z,88193951,ci: sequential jobs - run 14,Build,79359553255,completed,success,18.0,Post Setup .NET,completed,success,0.0,29152,2026-06-03T14:56:03.810490
26902831649,CI Pipeline,completed,failure,121.0,2026-06-03T17:51:08Z,2026-06-03T17:53:09Z,88193951,ci: sequential jobs - run 14,Build,79359553255,completed,success,18.0,Post Checkout code,completed,success,0.0,29152,2026-06-03T14:56:03.810493
26902831649,CI Pipeline,completed,failure,121.0,2026-06-03T17:51:08Z,2026-06-03T17:53:09Z,88193951,ci: sequential jobs - run 14,Build,79359553255,completed,success,18.0,Complete job,completed,success,0.0,29152,2026-06-03T14:56:03.810496
26902831649,CI Pipeline,completed,failure,121.0,2026-06-03T17:51:08Z,2026-06-03T17:53:09Z,88193951,ci: sequential jobs - run 14,Code Quality,79359620249,completed,success,25.0,Set up job,completed,success,1.0,29152,2026-06-03T14:56:03.810501
26902831649,CI Pipeline,completed,failure,121.0,2026-06-03T17:51:08Z,2026-06-03T17:53:09Z,88193951,ci: sequential jobs - run 14,Code Quality,79359620249,completed,success,25.0,Checkout code,completed,success,1.0,29152,2026-06-03T14:56:03.810504
26902831649,CI Pipeline,completed,failure,121.0,2026-06-03T17:51:08Z,2026-06-03T17:53:09Z,88193951,ci: sequential jobs - run 14,Code Quality,79359620249,completed,success,25.0,Setup .NET,completed,success,1.0,29152,2026-06-03T14:56:03.810507
26902831649,CI Pipeline,completed,failure,121.0,2026-06-03T17:51:08Z,2026-06-03T17:53:09Z,88193951,ci: sequential jobs - run 14,Code Quality,79359620249,completed,success,25.0,Restore dependencies,completed,success,1.0,29152,2026-06-03T14:56:03.810510
